zpid,state_code,state_name,address,street,city,zipcode,price,price_formatted,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,open_house_date,is_featured
16191773,CA,California,"22987 Lazy Z Ln, Sonora, CA 95370",22987 Lazy Z Ln,Sonora,95370,825000,"$825,000 ",3,3,3275,38.039318,-120.26076,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/22987-Lazy-Z-Ln-Sonora-CA-95370/16191773_zpid/,FALSE,,FALSE
17811713,CA,California,"8326 Greenpoint Ave, Riverside, CA 92503",8326 Greenpoint Ave,Riverside,92503,579888,"$579,888 ",3,2,1089,33.94925,-117.46217,House for sale,SINGLE_FAMILY,37,583900,https://www.zillow.com/homedetails/8326-Greenpoint-Ave-Riverside-CA-92503/17811713_zpid/,TRUE,2026-02-08T12:00:00,FALSE
95463688,CA,California,"9826 Buckhorn Peak Dr, Bakersfield, CA 93311",9826 Buckhorn Peak Dr,Bakersfield,93311,489900,"$489,900 ",4,2,2278,35.300507,-119.112206,House for sale,SINGLE_FAMILY,2,488600,https://www.zillow.com/homedetails/9826-Buckhorn-Peak-Dr-Bakersfield-CA-93311/95463688_zpid/,FALSE,,FALSE
325580059,CA,California,"9313 Morney Way, Sacramento, CA 95829",9313 Morney Way,Sacramento,95829,629000,"$629,000 ",4,3,2161,38.483284,-121.35341,House for sale,SINGLE_FAMILY,2,624200,https://www.zillow.com/homedetails/9313-Morney-Way-Sacramento-CA-95829/325580059_zpid/,FALSE,,FALSE
16639058,CA,California,"1602 Montgomery Dr, Vista, CA 92084",1602 Montgomery Dr,Vista,92084,1299000,"$1,299,000 ",4,3,2510,33.183403,-117.21373,House for sale,SINGLE_FAMILY,15,1284300,https://www.zillow.com/homedetails/1602-Montgomery-Dr-Vista-CA-92084/16639058_zpid/,TRUE,2026-02-08T13:00:00,FALSE
52498143,CA,California,"26491 Harrisburg Dr, Menifee, CA 92586",26491 Harrisburg Dr,Menifee,92586,449900,"$449,900 ",3,2,1538,33.72042,-117.19824,House for sale,SINGLE_FAMILY,8,448800,https://www.zillow.com/homedetails/26491-Harrisburg-Dr-Menifee-CA-92586/52498143_zpid/,FALSE,,FALSE
95547747,CA,California,"1261 Angelo Dr, Beverly Hills, CA 90210",1261 Angelo Dr,Beverly Hills,90210,135000000,"$135,000,000 ",16,27,50000,34.09164,-118.436676,House for sale,SINGLE_FAMILY,487,,https://www.zillow.com/homedetails/1261-Angelo-Dr-Beverly-Hills-CA-90210/95547747_zpid/,FALSE,,FALSE
16565109,CA,California,"1553 Ranchwood Ln, Fallbrook, CA 92028",1553 Ranchwood Ln,Fallbrook,92028,799000,"$799,000 ",3,2,1917,33.36306,-117.225235,House for sale,SINGLE_FAMILY,4,800500,https://www.zillow.com/homedetails/1553-Ranchwood-Ln-Fallbrook-CA-92028/16565109_zpid/,TRUE,2026-02-08T12:00:00,FALSE
83149402,CA,California,"34189 Hillside Dr, Lake Elsinore, CA 92532",34189 Hillside Dr,Lake Elsinore,92532,590000,"$590,000 ",3,2,1667,33.659973,-117.24135,House for sale,SINGLE_FAMILY,2,590900,https://www.zillow.com/homedetails/34189-Hillside-Dr-Lake-Elsinore-CA-92532/83149402_zpid/,FALSE,,FALSE
16574777,CA,California,"31424 Lilac Rd, Valley Center, CA 92082",31424 Lilac Rd,Valley Center,92082,900000,"$900,000 ",3,4,2013,33.27812,-117.08554,Coming soon,SINGLE_FAMILY,3,862500,https://www.zillow.com/homedetails/31424-Lilac-Rd-Valley-Center-CA-92082/16574777_zpid/,FALSE,,FALSE
17400996,CA,California,"35475 Bonita St, Yucaipa, CA 92399",35475 Bonita St,Yucaipa,92399,549000,"$549,000 ",3,2,1370,34.006042,-117.03061,House for sale,SINGLE_FAMILY,4,549600,https://www.zillow.com/homedetails/35475-Bonita-St-Yucaipa-CA-92399/17400996_zpid/,TRUE,2026-02-08T11:00:00,FALSE
52470853,CA,California,"1561 Vandagriff Way, Corona, CA 92883",1561 Vandagriff Way,Corona,92883,1398800,"$1,398,800 ",4,4,3695,33.81267,-117.547455,House for sale,SINGLE_FAMILY,5,1375500,https://www.zillow.com/homedetails/1561-Vandagriff-Way-Corona-CA-92883/52470853_zpid/,TRUE,2026-02-08T11:00:00,FALSE
16561708,CA,California,"540 Teran Dr, Fallbrook, CA 92028",540 Teran Dr,Fallbrook,92028,799999,"$799,999 ",3,2,1511,33.37521,-117.25645,House for sale,SINGLE_FAMILY,4,790200,https://www.zillow.com/homedetails/540-Teran-Dr-Fallbrook-CA-92028/16561708_zpid/,FALSE,,FALSE
20105504,CA,California,"15919 Joseph Ct, Sylmar, CA 91342",15919 Joseph Ct,Sylmar,91342,834999,"$834,999 ",3,2,1593,34.322388,-118.4774,House for sale,SINGLE_FAMILY,6,,https://www.zillow.com/homedetails/15919-Joseph-Ct-Sylmar-CA-91342/20105504_zpid/,FALSE,,FALSE
16998659,CA,California,"4626 Terry Ln, La Mesa, CA 91942",4626 Terry Ln,La Mesa,91942,799900,"$799,900 ",3,1,1347,32.761925,-117.04966,House for sale,SINGLE_FAMILY,7,793300,https://www.zillow.com/homedetails/4626-Terry-Ln-La-Mesa-CA-91942/16998659_zpid/,TRUE,2026-02-08T12:00:00,FALSE
16160956,CA,California,"23762 Hutchinson Rd, Los Gatos, CA 95033",23762 Hutchinson Rd,Los Gatos,95033,1298000,"$1,298,000 ",4,3,2522,37.12668,-122.00418,House for sale,SINGLE_FAMILY,18,1263300,https://www.zillow.com/homedetails/23762-Hutchinson-Rd-Los-Gatos-CA-95033/16160956_zpid/,FALSE,,FALSE
26071723,CA,California,"6001 Grant Ave, Carmichael, CA 95608",6001 Grant Ave,Carmichael,95608,375000,"$375,000 ",3,1,884,38.629856,-121.325676,House for sale,SINGLE_FAMILY,1,432500,https://www.zillow.com/homedetails/6001-Grant-Ave-Carmichael-CA-95608/26071723_zpid/,TRUE,2026-02-08T12:00:00,FALSE
35965034,CA,California,"40900 Via Los Altos, Temecula, CA 92591",40900 Via Los Altos,Temecula,92591,1999990,"$1,999,990 ",6,5,6135,33.52733,-117.117546,House for sale,SINGLE_FAMILY,3,1950200,https://www.zillow.com/homedetails/40900-Via-Los-Altos-Temecula-CA-92591/35965034_zpid/,FALSE,,FALSE
18606890,CA,California,"5390 Lost Creek Rd, Shingle Springs, CA 95682",5390 Lost Creek Rd,Shingle Springs,95682,1990000,"$1,990,000 ",3,4,5114,38.651093,-120.90923,House for sale,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/5390-Lost-Creek-Rd-Shingle-Springs-CA-95682/18606890_zpid/,FALSE,,FALSE
69015086,CA,California,"11250 Ramona Ave Space 216, Montclair, CA 91763",11250 Ramona Ave Space 216,Montclair,91763,299000,"$299,000 ",3,2,1440,34.04905,-117.7079,Home for sale,MANUFACTURED,8,299000,https://www.zillow.com/homedetails/11250-Ramona-Ave-SPACE-216-Montclair-CA-91763/69015086_zpid/,TRUE,2026-02-08T11:00:00,FALSE
16822733,CA,California,"10896 Pointed Oak Ln, San Diego, CA 92131",10896 Pointed Oak Ln,San Diego,92131,1250000,"$1,250,000 ",3,2,1398,32.91762,-117.07765,House for sale,SINGLE_FAMILY,2,1229000,https://www.zillow.com/homedetails/10896-Pointed-Oak-Ln-San-Diego-CA-92131/16822733_zpid/,FALSE,,FALSE
249640476,CA,California,"110 Silverline Rd, Los Gatos, CA 95033",110 Silverline Rd,Los Gatos,95033,499000,"$499,000 ",5,4,4491,37.08579,-121.82292,House for sale,SINGLE_FAMILY,230,,https://www.zillow.com/homedetails/110-Silverline-Rd-Los-Gatos-CA-95033/249640476_zpid/,FALSE,,FALSE
20147265,CA,California,"16817 Index St, Granada Hills, CA 91344",16817 Index St,Granada Hills,91344,999950,"$999,950 ",4,2,1346,34.275894,-118.49845,House for sale,SINGLE_FAMILY,2,991900,https://www.zillow.com/homedetails/16817-Index-St-Granada-Hills-CA-91344/20147265_zpid/,TRUE,2026-02-08T12:00:00,FALSE
2057538598,CA,California,"72870 Bel Air Rd #2, Palm Desert, CA 92260",72870 Bel Air Rd #2,Palm Desert,92260,275000,"$275,000 ",4,4,2598,33.70072,-116.3936,House for sale,SINGLE_FAMILY,172,258400,https://www.zillow.com/homedetails/72870-Bel-Air-Rd-2-Palm-Desert-CA-92260/2057538598_zpid/,FALSE,,FALSE
16546646,CA,California,"9798 Butte Vw, Marysville, CA 95901",9798 Butte Vw,Marysville,95901,350000,"$350,000 ",3,2,2087,39.244633,-121.49358,House for sale,SINGLE_FAMILY,3,357300,https://www.zillow.com/homedetails/9798-Butte-Vw-Marysville-CA-95901/16546646_zpid/,FALSE,,FALSE
136710113,CA,California,"20046 Canyon View Dr, Santa Clarita, CA 91351",20046 Canyon View Dr,Santa Clarita,91351,325000,"$325,000 ",3,2,1752,34.42748,-118.48442,House for sale,SINGLE_FAMILY,78,326800,https://www.zillow.com/homedetails/20046-Canyon-View-Dr-Santa-Clarita-CA-91351/136710113_zpid/,FALSE,,FALSE
20826601,CA,California,"1211 Idlewood Rd, Glendale, CA 91202",1211 Idlewood Rd,Glendale,91202,1375000,"$1,375,000 ",2,2,1567,34.16494,-118.27863,House for sale,SINGLE_FAMILY,2,1389300,https://www.zillow.com/homedetails/1211-Idlewood-Rd-Glendale-CA-91202/20826601_zpid/,TRUE,2026-02-08T11:00:00,FALSE
25617156,CA,California,"24331 Coto De Caza Dr, Trabuco Canyon, CA 92679",24331 Coto De Caza Dr,TRABUCO CANYON,92679,59000000,"$59,000,000 ",12,20,47044,33.613117,-117.59222,House for sale,SINGLE_FAMILY,254,,https://www.zillow.com/homedetails/24331-Coto-De-Caza-Dr-Trabuco-Canyon-CA-92679/25617156_zpid/,FALSE,,FALSE
18918164,CA,California,"9930 Holland St, Bakersfield, CA 93312",9930 Holland St,Bakersfield,93312,349000,"$349,000 ",3,2,1277,35.380207,-119.11278,House for sale,SINGLE_FAMILY,2,344900,https://www.zillow.com/homedetails/9930-Holland-St-Bakersfield-CA-93312/18918164_zpid/,FALSE,,FALSE
15822030,CA,California,"6175 Highway 1, Bodega Bay, CA 94923",6175 Highway 1,Bodega Bay,94923,999000,"$999,000 ",3,3,2128,38.389194,-123.084724,House for sale,SINGLE_FAMILY,298,,https://www.zillow.com/homedetails/6175-Highway-1-Bodega-Bay-CA-94923/15822030_zpid/,FALSE,,FALSE
17763406,CA,California,"2380 Bloomfield Ln, Corona, CA 92882",2380 Bloomfield Ln,Corona,92882,849900,"$849,900 ",3,3,1893,33.867905,-117.61756,House for sale,SINGLE_FAMILY,9,845300,https://www.zillow.com/homedetails/2380-Bloomfield-Ln-Corona-CA-92882/17763406_zpid/,FALSE,,FALSE
20666817,CA,California,"938 Mira Valle St, Monterey Park, CA 91754",938 Mira Valle St,Monterey Park,91754,798000,"$798,000 ",3,1,1132,34.048286,-118.13603,House for sale,SINGLE_FAMILY,11,812300,https://www.zillow.com/homedetails/938-Mira-Valle-St-Monterey-Park-CA-91754/20666817_zpid/,TRUE,2026-02-08T10:00:00,FALSE
16482602,CA,California,"932 Rosario Dr, Thousand Oaks, CA 91362",932 Rosario Dr,Thousand Oaks,91362,2699000,"$2,699,000 ",4,5,3468,34.189632,-118.85348,House for sale,SINGLE_FAMILY,11,2544500,https://www.zillow.com/homedetails/932-Rosario-Dr-Thousand-Oaks-CA-91362/16482602_zpid/,FALSE,,FALSE
243347420,CA,California,"35174 Rockford Way, Murrieta, CA 92563",35174 Rockford Way,Murrieta,92563,840000,"$840,000 ",4,4,3199,33.609764,-117.12385,House for sale,SINGLE_FAMILY,3,833100,https://www.zillow.com/homedetails/35174-Rockford-Way-Murrieta-CA-92563/243347420_zpid/,FALSE,,FALSE
21356740,CA,California,"1 Thyme Pl, Rancho Palos Verdes, CA 90275",1 Thyme Pl,Rancho Palos Verdes,90275,1500000,"$1,500,000 ",5,4,2000,33.74547,-118.37241,House for sale,SINGLE_FAMILY,130,1512200,https://www.zillow.com/homedetails/1-Thyme-Pl-Rancho-Palos-Verdes-CA-90275/21356740_zpid/,FALSE,,FALSE
54967618,CA,California,"44402 Katie Ct, Temecula, CA 92592",44402 Katie Ct,Temecula,92592,950000,"$950,000 ",4,3,3369,33.481934,-117.069016,House for sale,SINGLE_FAMILY,13,944400,https://www.zillow.com/homedetails/44402-Katie-Ct-Temecula-CA-92592/54967618_zpid/,FALSE,,FALSE
447419726,CA,California,"25625 Rancho St, Apple Valley, CA 92308",25625 Rancho St,Apple Valley,92308,300000,"$300,000 ",3,2,1528,34.42612,-117.10492,Foreclosure,SINGLE_FAMILY,9,305900,https://www.zillow.com/homedetails/25625-Rancho-St-Apple-Valley-CA-92308/447419726_zpid/,FALSE,,FALSE
17496867,CA,California,"56948 Plaza Del Amigo, Yucca Valley, CA 92284",56948 Plaza Del Amigo,Yucca Valley,92284,535000,"$535,000 ",3,2,2099,34.145676,-116.4216,House for sale,SINGLE_FAMILY,3,530400,https://www.zillow.com/homedetails/56948-Plaza-Del-Amigo-Yucca-Valley-CA-92284/17496867_zpid/,FALSE,,FALSE
21655918,CA,California,"295 E Blue Mountain Way, Claremont, CA 91711",295 E Blue Mountain Way,Claremont,91711,699000,"$699,000 ",3,2,1593,34.12057,-117.71132,House for sale,SINGLE_FAMILY,5,733400,https://www.zillow.com/homedetails/295-E-Blue-Mountain-Way-Claremont-CA-91711/21655918_zpid/,FALSE,,FALSE
18029562,CA,California,"1900 S Toledo Ave, Palm Springs, CA 92264",1900 S Toledo Ave,Palm Springs,92264,1365000,"$1,365,000 ",3,2,1882,33.797977,-116.5295,House for sale,SINGLE_FAMILY,3,1315400,https://www.zillow.com/homedetails/1900-S-Toledo-Ave-Palm-Springs-CA-92264/18029562_zpid/,FALSE,,FALSE
16720216,CA,California,"1926 Springdale Ln, Encinitas, CA 92024",1926 Springdale Ln,Encinitas,92024,1095000,"$1,095,000 ",3,2,1056,33.041218,-117.2444,House for sale,SINGLE_FAMILY,2,1067700,https://www.zillow.com/homedetails/1926-Springdale-Ln-Encinitas-CA-92024/16720216_zpid/,FALSE,,FALSE
16937927,CA,California,"1892 Westinghouse St, San Diego, CA 92111",1892 Westinghouse St,San Diego,92111,780000,"$780,000 ",3,2,1159,32.77881,-117.16849,House for sale,SINGLE_FAMILY,127,788000,https://www.zillow.com/homedetails/1892-Westinghouse-St-San-Diego-CA-92111/16937927_zpid/,FALSE,,FALSE
27800161,TX,Texas,"634 Cypresswood Dr, Spring, TX 77388",634 Cypresswood Dr,Spring,77388,450000,"$450,000 ",4,3,2772,30.045595,-95.445274,House for sale,SINGLE_FAMILY,8,441200,https://www.zillow.com/homedetails/634-Cypresswood-Dr-Spring-TX-77388/27800161_zpid/,FALSE,,FALSE
457774610,TX,Texas,"1125 Cardinal Dr, Midlothian, TX 76065",1125 Cardinal Dr,Midlothian,76065,450500,"$450,500 ",3,3,2259,32.49525,-96.95364,House for sale,SINGLE_FAMILY,24,446700,https://www.zillow.com/homedetails/1125-Cardinal-Dr-Midlothian-TX-76065/457774610_zpid/,FALSE,,FALSE
89391271,TX,Texas,"1001 Belleview St #708, Dallas, TX 75215",1001 Belleview St #708,Dallas,75215,435000,"$435,000 ",2,2,1293,32.76905,-96.795044,Condo for sale,CONDO,5,427700,https://www.zillow.com/homedetails/1001-Belleview-St-708-Dallas-TX-75215/89391271_zpid/,FALSE,,FALSE
26851854,TX,Texas,"13326 Rolling Hills Ln, Dallas, TX 75240",13326 Rolling Hills Ln,Dallas,75240,899000,"$899,000 ",5,3,2982,32.931885,-96.77859,House for sale,SINGLE_FAMILY,9,863900,https://www.zillow.com/homedetails/13326-Rolling-Hills-Ln-Dallas-TX-75240/26851854_zpid/,TRUE,2026-02-08T13:00:00,FALSE
28657377,TX,Texas,"112 Stonegate S, Boerne, TX 78006",112 Stonegate S,Boerne,78006,605000,"$605,000 ",3,3,2476,29.764208,-98.70496,House for sale,SINGLE_FAMILY,2,586400,https://www.zillow.com/homedetails/112-Stonegate-S-Boerne-TX-78006/28657377_zpid/,TRUE,2026-02-08T13:00:00,FALSE
305497478,TX,Texas,"262 Westwood Dr, Waxahachie, TX 75165",262 Westwood Dr,Waxahachie,75165,349999,"$349,999 ",4,2,1868,32.41087,-96.81113,House for sale,SINGLE_FAMILY,3,349800,https://www.zillow.com/homedetails/262-Westwood-Dr-Waxahachie-TX-75165/305497478_zpid/,FALSE,,FALSE
28381367,TX,Texas,"2822 Briarhurst Dr APT 52, Houston, TX 77057",2822 Briarhurst Dr APT 52,Houston,77057,139900,"$139,900 ",2,2,1023,29.73543,-95.49335,Townhouse for sale,TOWNHOUSE,10,136600,https://www.zillow.com/homedetails/2822-Briarhurst-Dr-APT-52-Houston-TX-77057/28381367_zpid/,FALSE,,FALSE
70340037,TX,Texas,"15316 Lady Elizabeth Ln, Pflugerville, TX 78660",15316 Lady Elizabeth Ln,Pflugerville,78660,339000,"$339,000 ",4,3,1909,30.427198,-97.63658,Active,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/15316-Lady-Elizabeth-Ln-Pflugerville-TX-78660/70340037_zpid/,TRUE,2026-02-08T12:00:00,FALSE
122303478,TX,Texas,"4874 Texoma Dr, Frisco, TX 75033",4874 Texoma Dr,Frisco,75033,1045000,"$1,045,000 ",5,6,4763,33.185535,-96.84456,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/4874-Texoma-Dr-Frisco-TX-75033/122303478_zpid/,TRUE,2026-02-08T13:00:00,FALSE
96438844,TX,Texas,"2505 Sunnyside Dr, McKinney, TX 75071",2505 Sunnyside Dr,McKinney,75071,595000,"$595,000 ",4,4,3189,33.23114,-96.68443,House for sale,SINGLE_FAMILY,2,577600,https://www.zillow.com/homedetails/2505-Sunnyside-Dr-McKinney-TX-75071/96438844_zpid/,TRUE,2026-02-08T13:00:00,FALSE
2057164232,TX,Texas,"9205 Dove Hollow Rd, Justin, TX 76247",9205 Dove Hollow Rd,Justin,76247,795000,"$795,000 ",4,3,3155,33.071075,-97.38798,House for sale,SINGLE_FAMILY,10,776300,https://www.zillow.com/homedetails/9205-Dove-Hollow-Rd-Justin-TX-76247/2057164232_zpid/,FALSE,,FALSE
26766747,TX,Texas,"2255 Exeter Dr, Dallas, TX 75216",2255 Exeter Dr,Dallas,75216,275000,"$275,000 ",4,2,1617,32.70331,-96.787415,House for sale,SINGLE_FAMILY,3,275100,https://www.zillow.com/homedetails/2255-Exeter-Dr-Dallas-TX-75216/26766747_zpid/,FALSE,,FALSE
63655638,TX,Texas,"616 Crossman, Fischer, TX 78623",616 Crossman,FISCHER ,78623,495000,"$495,000 ",4,3,2186,29.947092,-98.24618,House for sale,SINGLE_FAMILY,8,487900,https://www.zillow.com/homedetails/616-Crossman-Fischer-TX-78623/63655638_zpid/,FALSE,,FALSE
242628679,TX,Texas,"2210 Torch Lake Dr, Forney, TX 75126",2210 Torch Lake Dr,Forney,75126,288600,"$288,600 ",4,2,1837,32.794765,-96.48046,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/2210-Torch-Lake-Dr-Forney-TX-75126/242628679_zpid/,FALSE,,FALSE
27383063,TX,Texas,"6236 La Posta Dr, El Paso, TX 79912",6236 La Posta Dr,El Paso,79912,535000,"$535,000 ",5,3,3206,31.858496,-106.52961,House for sale,SINGLE_FAMILY,3,530600,https://www.zillow.com/homedetails/6236-La-Posta-Dr-El-Paso-TX-79912/27383063_zpid/,TRUE,2026-02-08T12:00:00,FALSE
29322232,TX,Texas,"2004 Oxford Ave, Austin, TX 78704",2004 Oxford Ave,Austin,78704,2085000,"$2,085,000 ",4,4,2726,30.250547,-97.77016,Active,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/2004-Oxford-Ave-Austin-TX-78704/29322232_zpid/,TRUE,2026-02-08T12:00:00,FALSE
26872739,TX,Texas,"6625 Rolling Vista Dr, Dallas, TX 75248",6625 Rolling Vista Dr,Dallas,75248,1225000,"$1,225,000 ",4,4,3534,32.951813,-96.79558,House for sale,SINGLE_FAMILY,3,1187800,https://www.zillow.com/homedetails/6625-Rolling-Vista-Dr-Dallas-TX-75248/26872739_zpid/,FALSE,,FALSE
338196548,TX,Texas,"2021 FM 3240, Bandera, TX 78003",2021 FM 3240,Bandera,78003,4750000,"$4,750,000 ",4,6,6866,29.753702,-99.100815,House for sale,SINGLE_FAMILY,18,4445400,https://www.zillow.com/homedetails/2021-Fm-3240-Bandera-TX-78003/338196548_zpid/,FALSE,,FALSE
145657174,TX,Texas,"2421 Shumard Bluff Dr, Leander, TX 78641",2421 Shumard Bluff Dr,Leander,78641,565000,"$565,000 ",4,3,2581,30.534525,-97.87645,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/2421-Shumard-Bluff-Dr-Leander-TX-78641/145657174_zpid/,FALSE,,FALSE
70352237,TX,Texas,"7416 Turnbuoy Dr, Austin, TX 78730",7416 Turnbuoy Dr,Austin,78730,1795000,"$1,795,000 ",4,4,3634,30.343199,-97.82201,Active,SINGLE_FAMILY,3,1725400,https://www.zillow.com/homedetails/7416-Turnbuoy-Dr-Austin-TX-78730/70352237_zpid/,FALSE,,FALSE
251428961,TX,Texas,"1029 Shields St, El Paso, TX 79928",1029 Shields St,El Paso,79928,285000,"$285,000 ",4,3,1800,31.713963,-106.21174,House for sale,SINGLE_FAMILY,3,284900,https://www.zillow.com/homedetails/1029-Shields-St-El-Paso-TX-79928/251428961_zpid/,FALSE,,FALSE
29054064,TX,Texas,"2717 Laurel Valley Ln, Arlington, TX 76006",2717 Laurel Valley Ln,Arlington,76006,100000,"$100,000 ",6,7,6495,32.78039,-97.09001,House for sale,SINGLE_FAMILY,43,,https://www.zillow.com/homedetails/2717-Laurel-Valley-Ln-Arlington-TX-76006/29054064_zpid/,FALSE,,FALSE
52107549,TX,Texas,"10210 Stidham Rd, Conroe, TX 77302",10210 Stidham Rd,Conroe,77302,100000,$100K,6,9,8300,30.25122,-95.42446,Auction,SINGLE_FAMILY,51,,https://www.zillow.com/homedetails/10210-Stidham-Rd-Conroe-TX-77302/52107549_zpid/,FALSE,,FALSE
163420738,TX,Texas,"540 Michener Ct, Southlake, TX 76092",540 Michener Ct,Southlake,76092,1150000,"$1,150,000 ",5,5,4951,32.9278,-97.200516,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/540-Michener-Ct-Southlake-TX-76092/163420738_zpid/,FALSE,,FALSE
457235833,TX,Texas,"6319 S County Road 1056, Midland, TX 79706",6319 S County Road 1056,Midland,79706,325000,"$325,000 ",3,2,3750,31.963741,-101.99644,House for sale,SINGLE_FAMILY,36,,https://www.zillow.com/homedetails/6319-S-County-Road-1056-Midland-TX-79706/457235833_zpid/,FALSE,,FALSE
29288758,TX,Texas,"4706 Coventry Ln, Arlington, TX 76017",4706 Coventry Ln,Arlington,76017,477000,"$477,000 ",4,3,2823,32.669273,-97.138054,House for sale,SINGLE_FAMILY,3,470100,https://www.zillow.com/homedetails/4706-Coventry-Ln-Arlington-TX-76017/29288758_zpid/,FALSE,,FALSE
28194958,TX,Texas,"5618 Green Springs Dr, Houston, TX 77066",5618 Green Springs Dr,Houston,77066,399999,"$399,999 ",4,4,3079,29.97113,-95.507645,House for sale,SINGLE_FAMILY,2,392200,https://www.zillow.com/homedetails/5618-Green-Springs-Dr-Houston-TX-77066/28194958_zpid/,FALSE,,FALSE
124272917,TX,Texas,"6320 Brayson Oaks Ct, Belton, TX 76513",6320 Brayson Oaks Ct,Belton,76513,599000,"$599,000 ",4,4,2958,31.093891,-97.5181,Active,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/6320-Brayson-Oaks-Ct-Belton-TX-76513/124272917_zpid/,FALSE,,FALSE
87276993,TX,Texas,"1 Mesquite Tree Ln, Marlin, TX 76661",1 Mesquite Tree Ln,Marlin,76661,229900,"$229,900 ",5,5,9600,31.32637,-96.89828,House for sale,SINGLE_FAMILY,325,,https://www.zillow.com/homedetails/1-Mesquite-Tree-Ln-Marlin-TX-76661/87276993_zpid/,FALSE,,FALSE
29562418,TX,Texas,"2300 Dijon Dr, Cedar Park, TX 78613",2300 Dijon Dr,Cedar Park,78613,395000,"$395,000 ",3,2,1522,30.481148,-97.81014,Active,SINGLE_FAMILY,6,,https://www.zillow.com/homedetails/2300-Dijon-Dr-Cedar-Park-TX-78613/29562418_zpid/,FALSE,,FALSE
2059075475,TX,Texas,"3721 Cherry Laurel Ln, Ovilla, TX 75154",3721 Cherry Laurel Ln,Ovilla,75154,550000,"$550,000 ",4,3,2570,32.521515,-96.90769,House for sale,SINGLE_FAMILY,7,545500,https://www.zillow.com/homedetails/3721-Cherry-Laurel-Ln-Ovilla-TX-75154/2059075475_zpid/,FALSE,,FALSE
